 0 , -61.3 , 0.006
 1 , -59.5 , 0.005
 2 , -57.8 , 0.003
 3 , -56.2 , 0.006
 4 , -54.4 , 0.005
 5 , -52.9 , 0.008
 6 , -51.5 , 0.004
 7 , -50.0 , -0.007
 8 , -48.5 , -0.015
 9 , -47.1 , -0.022
10 , -45.8 , -0.05
11 , -44.5 , -0.21
12 , -43.3 , -0.18
13 , -42.0 , -0.12
14 , -40.9 , -0.14
15 , -39.5 , -0.11
16 , -38.4 , -0.12
17 , -37.2 , -0.13
18 , -36.0 , -0.15
19 , -34.9 , -0.17
20 , -33.9 , -0.19
21 , -32.6 , -0.22
22 , -31.4 , -0.25
23 , -30.4 , -0.29
24 , -29.2 , -0.34
25 , -28.2 , -0.39
26 , -27.1 , -0.44
27 , -25.8 , -0.51
28 , -24.6 , -0.58
29 , -23.4 , -0.65
30 , -22.3 , -0.72
31 , -21.1 , -0.79
32 , -19.9 , -0.86
33 , -18.7 , -0.93
34 , -17.1 , -1
35 , -15.7 , -1.05
36 , -14.3 , -1.1
37 , -12.9 , -1.05
38 , -11.4 , -1
39 , -10.1 , -0.9
40 , -08.6 , -0.8
41 , -07.4 , -0.7
42 , -05.9 , -0.6
43 , -04.3 , -0.55
44 , -03.6 , -0.5
45 , -01.1 , -0.5
46 ,  00.5 , -0.5
47 ,  02.0 , -0.5
48 ,  03.5 , -0.55
49 ,  05.0 , -0.6
50 ,  06.4 , -0.6
51 ,  07.8 , -0.65
52 ,  09.1 , -0.65
53 ,  10.4 , -0.7
54 ,  11.8 , -0.75
55 ,  13.1 , -0.75
56 ,  14.3 , -0.8
57 ,  15.7 , -0.85
58 ,  17.0 , -0.9
59 ,  18.6 , -0.95
60 ,  20.1 , -1
61 ,  21.7 , -1.1
62 ,  23.2 , -1.2
63 ,  24.8 , -1.3
64 ,  26.2 , -1.45
65 ,  27.7 , -1.6
66 ,  29.2 , -1.7
67 ,  30.6 , -1.9
68 ,  31.9 , -2.05
69 ,  33.2 , -2.25
70 ,  34.6 , -2.4
71 ,  35.8 , -2.5
72 ,  37.1 , -2.75
73 ,  38.4 , -2.75
74 ,  39.6 , -2.75
75 ,  40.2 , -2.75
76 ,  42.3 , -2.70
77 ,  43.4 , -2.65
78 ,  45.0 , -2.6
79 ,  46.1 , -2.55
80 ,  47.4 , -2.5
81 ,  48.9 , -2.4
