 0 , -57.5 , -0.045 
 1 , -55.4 , -0.047
 2 , -52.6 , -0.054
 3 , -49.3 , -0.065
 4 , -46.1 , -0.079
 5 , -43.0 , -0.095 
 6 , -40.0 , -0.115 
 7 , -37.2 , -0.145 
 8 , -34.9 , -0.185
 9 , -32.6 , -0.24
    10 , -30.6 , -0.32
11 , -28.5 , -0.40
12 , -26.6 , -0.51
13 , -25.0 , -0.64
14 , -23.3 , -0.77
15 , -21.6 , -0.95
16 , -19.8 , -1.1 
17 , -18.3 , -1.25
18 , -16.6 , -1.4
19 , -14.3 , -1.5
20 , -13.0 , -1.55
21 , -11.3 , -1.5
22 ,  -9.5 , -1.4
23 ,  -7.6 , -1.35
24 ,  -6.0 , -1.1
25 ,  -4.1 , -0.9
26 ,  -2.5 , -0.75
    27 ,  -0.7 , -0.7
28 ,   1.3 , -0.7
29 ,   3.2 , -0.7
30 ,   5.2 , -0.7
31 ,   7.2 , -0.8
32 ,   9.4 , -0.9
33 ,  11.3 , -0.95
34 ,  13.2 , -1.05
35 ,  15.2 , -1.1
36 ,  16.9 , -1.2
37 ,  18.6 , -1.2
38 ,  20.4 , -1.3
39 ,  21.9 , -1.4
40 ,  23.5 , -1.55
41 ,  25.2 , -1.65
42 ,  26.8 , -1.8
43 ,  28.5 , -2.0
44 ,  30.1 , -2.2
45 ,  31.8 , -2.45
46 ,  33.4 , -2.7
47 ,  35.1 , -3.0
48 ,  36.8 , -3.2
49 ,  38.6 , -3.5
    50 ,  40.3 , -3.7
51 ,  41.9 , -3.8 
52 ,  43.5 , -3.8
53 ,  45.0 , -3.7
54 ,  46.6 , -3.5
55 ,  48.3 , -3.3
56 ,  49.9 , -3.0
57 ,  51.7 , -2.8
58 ,  53.7 , -2.4
59 ,  55.4 , -2.1
60 ,  57.2 , -1.8
